lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_en	manual_ukr	full_cat_ukr
tag	hk	nh	2414	919.5	3732	Sem fyrr voru seldar jólavörur af ýmsu	tagi	svo og kökur.	Sem fyrr voru seldar jólavörur af ýmsu	tagi	svo og kökur.	tʰak	Nafnorð	n.	1K									tag	tagi	tags	tög	tög	tögum	taga											tag.mp3	kind, sort	вид; сорт; рід	іменник
vettvangur	kk	nk	2412	921	403778	Lögreglan var kölluð á	vettvang	í gærkvöldi.	Lögreglan var kölluð á	vettvang	í gærkvöldi.	vɛhtvauŋkʏr	Nafnorð	m.	1K									vettvang	vettvang	vettvangs	vettvangar	vettvanga	vettvöngum	vettvanga											vettvangur.mp3	place, scene	місце; місце події	іменник
einfaldlega	ao	a	2407	922	496760	Í fáum orðum sagt , þetta er	einfaldlega	ekki hægt.	Í fáum orðum sagt , þetta er	einfaldlega	ekki hægt.	einfaltlɛɣa	Atviksorð	adv.	1K																								einfaldlegar	einfaldlegast	einfaldlega.mp3	simply	просто	прислівник
hratt	ao	a	2406	923	402525	Eldarnir hafa breiðst	hratt	út á síðasta sólarhring.	Eldarnir hafa breiðst	hratt	út á síðasta sólarhring.	r̥aht	Atviksorð	adv.	1K																								hraðar	hraðast	hratt.mp3	fast, quick	швидко	прислівник
ást	kvk	nv	2403	924	10433	Allt sem er gert fyrir frið og	ást	er mjög gott.	Allt sem er gert fyrir frið og	ást	er mjög gott.	aust	Nafnorð	f.	1K									ást	ást	ástar	ástir	ástir	ástum	ásta											ást.mp3	love, affection	любов; кохання	іменник
lán	hk	nh	2401	925	2227		Lánið	greiðist upp á sjö árum.		Lánið	greiðist upp á sjö árum.	lauːn	Nafnorð	n.	1K									lán	láni	láns	lán	lán	lánum	lána											lán.mp3	loan; lending	кредит; позичити щось; позика	іменник
skylda	kvk	nv	2389	926	16616	Hlutverk og	skyldur	Ríkisútvarpsins eru skilgreind í lögum.	Hlutverk og	skyldur	Ríkisútvarpsins eru skilgreind í lögum.	scɪlta	Nafnorð	f.	1K									skyldu	skyldu	skyldu	skyldur	skyldur	skyldum	skyldna											skylda.mp3	duty, obligation	обов'язок	іменник
nýting	kvk	nv	2388	927	11820	Mikil tækifæri felast í frekari	nýtingu	á jarðhita á Íslandi.	Mikil tækifæri felast í frekari	nýtingu	á jarðhita á Íslandi.	niːtiŋk	Nafnorð	f.	1K									nýtingu	nýtingu	nýtingar	nýtingar	nýtingar	nýtingum	nýtinga											nýting.mp3	utilization, exploitation, harnessing	використання; експлуатація	іменник
átak	hk	nh	2383	928	66129	Áætlunin er liður í sameiginlegu	átaki	gegn langtíma atvinnuleysi.	Áætlunin er liður í sameiginlegu	átaki	gegn langtíma atvinnuleysi.	auːtʰak	Nafnorð	n.	1K									átak	átaki	átaks															átak.mp3	effort, exertion; force	зусилля; ривок	іменник
umferð	kvk	nv	2382	929	126382	Lögreglan minnir ökumenn á að fara varlega í	umferðinni	.	Lögreglan minnir ökumenn á að fara varlega í	umferðinni	.	ʏmfɛrð	Nafnorð	f.	1K									umferð	umferð	umferðar	umferðir	umferðir	umferðum	umferða											umferð.mp3	traffic; round; revolution	трафік; рух на дорозі	іменник
dauði	kk	nk	2377	930	6987	Hann getur verið hættulegur og jafnvel valdið	dauða	.	Hann getur verið hættulegur og jafnvel valdið	dauða	.	tœiːðɪ	Nafnorð	m.	1K									dauða	dauða	dauða															dauði.mp3	death	смерть	іменник
veður	hk	nh	2370	931	3982	Þá verður fínt	veður	á Suðurlandi.	Þá verður fínt	veður	á Suðurlandi.	vɛːðʏr	Nafnorð	n.	1K									veður	veðri	veðurs	veður	veður	veðrum	veðra											veður.mp3	weather	погода	іменник
sennilega	ao	a	2363	932	497708	Þetta er nú	sennilega	það erfiðasta sem ég hef gert.	Þetta er nú	sennilega	það erfiðasta sem ég hef gert.	sɛnɪlɛɣa	Atviksorð	adv.	1K																								sennilegar	sennilegast	sennilega.mp3	probably, presumably	мабуть; можливо	прислівник
treysta	so	s	2359	933	427651	Skipuleggjendur hátíðarinnar	treysta	sér þó ekki til að tilgreina fjöldann.	Skipuleggjendur hátíðarinnar	treysta	sér þó ekki til að tilgreina fjöldann.	tʰreista	Sagnorð	v.	1K	treysti	treystir	treystir	treysti	treystir	treysti	treyst																			treysta.mp3	trust; rely on	довіра; покладатися / сподіватися на..;	дієслово
fljúga	so	s	2357	934	434211	Þá mun þyrla Landhelgisgæslunnar	fljúga	yfir svæðið.	Þá mun þyrla Landhelgisgæslunnar	fljúga	yfir svæðið.	fljuːɣa	Sagnorð	v.	1K	flýg	flýgur	flýgur	flaug	flaugst	flaug	flogið																			fljúga.mp3	fly	літати	дієслово
vissulega	ao	a	2354	935	498121	En þetta er	vissulega	alvarlegt og erfið staða.	En þetta er	vissulega	alvarlegt og erfið staða.	vɪsʏlɛɣa	Atviksorð	adv.	1K								vissulega																		vissulega.mp3	certainly, assuredly	безумнівно; безперечно; точно; звісно	прислівник
norskur	lo	l	2352	936	408894		Norska	ríkisútvarpið greindi frá þessu fyrir stundu.		Norska	ríkisútvarpið greindi frá þessu fyrir stundu.	nɔr̥skʏr	Lýsingarorð	adj.	1K																					norskur  --  norsk -- norskt	norskari -- norskari -- norskara	norskastur -- norskust -- norskast			norskur.mp3	Norwegian	норвезький	прикметник
stofa	kvk	nv	2348	937	14644	Talið er að eldurinn hafi kviknað út frá kerti í	stofunni	.	Talið er að eldurinn hafi kviknað út frá kerti í	stofunni	.	stɔːva	Nafnorð	f.	1K									stofu	stofu	stofu	stofur	stofur	stofum	stofa											stofa.mp3	living room; classroom	вітальня	іменник
félagslegur	lo	l	2346	938	390400	Nýjar lausnir í	félagslega	húsnæðiskerfinu verða í forgangi.	Nýjar lausnir í	félagslega	húsnæðiskerfinu verða í forgangi.	fjɛːlaxstlɛɣʏr	Lýsingarorð	adj.	1K																					félagslegur  --  félagsleg -- félagslegt	félagslegri -- félagslegri -- félagslegra	félagslegastur -- félagslegust -- félagslegast			félagslegur.mp3	social	соціальний	прикметник
svolítið	ao	a	2343	939	497940	En það er ljóst að það mun kosta	svolítið	mikinn pening.	En það er ljóst að það mun kosta	svolítið	mikinn pening.	svɔːlitɪð	Atviksorð	adv.	1K								svolítið																		svolítið.mp3	somewhat; rather; a little	трохи; трішки; небагато	прислівник
gegna	so	s	2338	940.5	434747	Hún segir vandséð hvaða hlutverki þeir	gegni	.	Hún segir vandséð hvaða hlutverki þeir	gegni	.	cɛkna	Sagnorð	v.	1K	gegni	gegnir	gegnir	gegndi	gegndir	gegndi	gegnt																			gegna.mp3	obey; answer, respond	говорити; відповідати	дієслово
sannur	lo	l	2338	940.5	389253	Hið	sanna	hefur hins vegar komið í ljós.	Hið	sanna	hefur hins vegar komið í ljós.	sanʏr	Lýsingarorð	adj.	1K																					sannur  --  sönn -- satt	sannari -- sannari -- sannara	sannastur -- sönnust -- sannast			sannur.mp3	true, authentic	правда; істина	прикметник
hefðbundinn	lo	l	2337	942.5	172069	Umfjöllunarefni myndarinnar er nokkuð	hefðbundið	með einu fráviki þó.	Umfjöllunarefni myndarinnar er nokkuð	hefðbundið	með einu fráviki þó.	hɛvpʏntɪn	Lýsingarorð	adj.	1K																					hefðbundinn  --  hefðbundin -- hefðbundið	hefðbundnari -- hefðbundnari -- hefðbundnara	hefðbundnastur -- hefðbundnust -- hefðbundnast			hefðbundinn.mp3	traditional	традиційний	прикметник
hreinn	lo	l	2337	942.5	165612	Við skulum hafa það á	hreinu	.	Við skulum hafa það á	hreinu	.	r̥eitn̥	Lýsingarorð	adj.	1K																					hreinn  --  hrein -- hreint	hreinni -- hreinni -- hreinna	hreinastur -- hreinust -- hreinast			hreinn.mp3	clean; pure	чистий; відкритий; прямий; щирий	прикметник
skora	so	s	2336	944	422951	Hún	skoraði	á þingheim að draga umsóknina til baka.	Hún	skoraði	á þingheim að draga umsóknina til baka.	skɔːra	Sagnorð	v.	1K	skora	skorar	skorar	skoraði	skoraðir	skoraði	skorað																			skora.mp3	score	закликати; вимагати	дієслово
hafna	so	s	2333	945.5	420627	Hann	hafnaði	boði um að verða stjórnarformaður nýrrar stjórnar.	Hann	hafnaði	boði um að verða stjórnarformaður nýrrar stjórnar.	hapna	Lýsingarorð	v.	1K	hafna	hafnar	hafnar	hafnaði	hafnaðir	hafnaði	hafnað																			hafna.mp3	refuse; reject	відмовляти; відхиляти	дієслово
leikmaður	kk	nk	2333	945.5	88342		Leikmenn	íslenska liðsins mættu og fögnuðu með stuðningsmönnum.		Leikmenn	íslenska liðsins mættu og fögnuðu með stuðningsmönnum.	leikmaðʏr	Nafnorð	m.	1K									leikmann	leikmanni	leikmanns	leikmenn	leikmenn	leikmönnum	leikmanna											leikmaður.mp3	player; layman	гравець	іменник
samkomulag	hk	nh	2328	947	468940	Ekkert	samkomulag	liggur fyrir um frestun þingstarfa.	Ekkert	samkomulag	liggur fyrir um frestun þingstarfa.	samkʰɔmʏlaɣ	Nafnorð	n.	1K									samkomulag	samkomulagi	samkomulags															samkomulag.mp3	agreement, deal; understanding	домовленність; угода; договір	іменник
mögulegur	lo	l	2322	948.5	391223	Óvissustigi Almannavarna hefur verið lýst yfir vegna	mögulegs	eldgoss í Heklu.	Óvissustigi Almannavarna hefur verið lýst yfir vegna	mögulegs	eldgoss í Heklu.	mœːɣʏlɛɣʏr	Lýsingarorð	adj.	1K																					mögulegur  --  möguleg -- mögulegt	mögulegri -- mögulegri -- mögulegra	mögulegastur -- mögulegust -- mögulegast			mögulegur.mp3	possible	можливе	прикметник
sunnudagur	kk	nk	2322	948.5	87055	Hátíðin stendur í fimm daga eða til	sunnudags	.	Hátíðin stendur í fimm daga eða til	sunnudags	.	sʏnʏtaɣʏr	Lýsingarorð	m.	1K									sunnudag	sunnudegi	sunnudags	sunnudagar	sunnudaga	sunnudögum	sunnudaga											sunnudagur.mp3	Sunday	неділя	іменник
systir	kvk	nv	2318	950	12258		Systir	stúlkunnar varð vitni að árásinni.		Systir	stúlkunnar varð vitni að árásinni.	sɪstɪr	Nafnorð	f.	1K									systur	systur	systur	systur	systur	systrum	systra											systir.mp3	sister	сестра	іменник
núverandi	lo	l	2309	951	170666	Þór telur að	núverandi	frumvarp sé gallað.	Þór telur að	núverandi	frumvarp sé gallað.	nuːvɛrantɪ	Lýsingarorð	adj.	1K																					núverandi  --  núverandi -- núverandi					núverandi.mp3	current	поточний; чинний	прикметник
hugsun	kvk	nv	2303	952	12742	Börn eru frábærir snillingar í frjálsri	hugsun	.	Börn eru frábærir snillingar í frjálsri	hugsun	.	hʏksʏn	Nafnorð	f.	1K									hugsun	hugsun	hugsunar	hugsanir	hugsanir	hugsunum	hugsana											hugsun.mp3	thought; thinking	думка; мислення	іменник
þungur	lo	l	2285	953	406911		Þyngsti	steinninn vó um 40 kíló.		Þyngsti	steinninn vó um 40 kíló.	θuŋkʏr	Lýsingarorð	adj.	1K																					þungur  --  þung -- þungt	þyngri -- þyngri -- þyngra	þyngstur -- þyngst -- þyngst			þungur.mp3	heavy; difficult, hard	важкий	прикметник
öflugur	lo	l	2280	954	168134		Öflugur	jarðskjálfti sem mældist 6 stig skók Tævan í nótt.		Öflugur	jarðskjálfti sem mældist 6 stig skók Tævan í nótt.	œplʏɣʏr	Lýsingarorð	adj.	1K																					öflugur  --  öflug -- öflugt	öflugri -- öflugri -- öflugra	öflugastur -- öflugust -- öflugast			öflugur.mp3	powerful, mighty, strong	потужний; сильний	прикметник
hugtak	hk	nh	2279	955	66183	Mönnum hefur orðið tíðrætt um	hugtakið	réttlæti í þessari umræðu.	Mönnum hefur orðið tíðrætt um	hugtakið	réttlæti í þessari umræðu.	hʏɣtʰak	Nafnorð	n.	1K									hugtak	hugtaki	hugtaks	hugtök	hugtök	hugtökum	hugtaka											hugtak.mp3	concept	концепція; поняття	іменник
öryggi	hk	nh	2275	956	4220	Því voru nokkrar björgunarsveitir sendar af stað til	öryggis	.	Því voru nokkrar björgunarsveitir sendar af stað til	öryggis	.	œːrɪcɪ	Nafnorð	n.	1K									öryggi	öryggi	öryggis	öryggi	öryggi	öryggjum	öryggja											öryggi.mp3	safety; reliability; skill, assurance	безпека; надійність; міцність	іменник
samtök	hk	nh	2272	957	68711		Samtökin	eru ósátt við hvalveiðar Íslendinga.		Samtökin	eru ósátt við hvalveiðar Íslendinga.	samtʰœk	Nafnorð	n.	1K												samtök	samtök	samtökum	samtaka											samtök.mp3	association, union	асоціація; організація; спілка	іменник
andlit	hk	nh	2268	958	45639	Einnig hefur hann verið	andlit	símafyrirtækisins Nova.	Einnig hefur hann verið	andlit	símafyrirtækisins Nova.	antlɪt	Nafnorð	n.	1K									andlit	andliti	andlits	andlit	andlit	andlitum	andlita											andlit.mp3	face	обличчя	іменник
atburður	kk	nk	2267	959	83159	Þessum sögulega	atburði	verður minnst á marga vegu í dag.	Þessum sögulega	atburði	verður minnst á marga vegu í dag.	aːtpʏrðʏr	Nafnorð	m.	1K									atburð	atburði	atburðar	atburðir	atburði	atburðum	atburða											atburður.mp3	event, incident	подія; випадок; інцидент	іменник
byrjun	kvk	nv	2263	960.5	12414	Það verður í	byrjun	október.	Það verður í	byrjun	október.	pɪrjʏn	Nafnorð	f.	1K									byrjun	byrjun	byrjunar	byrjanir	byrjanir	byrjunum	byrjana											byrjun.mp3	beginning, start	початок	іменник
líkur	lo	l	2263	960.5	409077	Og engu	líkara	en þar hafi gosið örlítið undir jöklinum.	Og engu	líkara	en þar hafi gosið örlítið undir jöklinum.	liːkʏr	Lýsingarorð	adj.	1K																					líkur  --  lík -- líkt	líkari -- líkari -- líkara	líkastur -- líkust -- líkast			líkur.mp3	similar, resembling, like	подібний; схожий	прикметник
skera	so	s	2259	962	433569	Vestfirðir	skera	sig nokkuð úr en þar eru aðeins 89 atvinnulausir.	Vestfirðir	skera	sig nokkuð úr en þar eru aðeins 89 atvinnulausir.	scɛːra	Sagnorð	v.	1K	sker	skerð	sker	skar	skarst	skar	skorið																			skera.mp3	cut, slit	різати; розрізати; виділяти	дієслово
skáld	hk	nh	2252	963	3181	Síðar ortu	skáldin	kvæði við mörg þessara laga til söngs.	Síðar ortu	skáldin	kvæði við mörg þessara laga til söngs.	skault	Nafnorð	n.	1K									skáld	skáldi	skálds	skáld	skáld	skáldum	skálda											skáld.mp3	poet	поет	іменник
áhyggja	kvk	nv	2249	964	159421	Hann hefur hins vegar miklar	áhyggjur	af komandi hausti og vetri.	Hann hefur hins vegar miklar	áhyggjur	af komandi hausti og vetri.	auːhɪca	Nafnorð	f.	1K									áhyggju	áhyggju	áhyggju	áhyggjur	áhyggjur	áhyggjum	áhyggna											áhyggja.mp3	(always used in plural form 'áhyggjur') concern, worries	хвилювання; занепокоєння; (завжди вживається у формі множини 'áhyggjur')	іменник
barátta	kvk	nv	2248	965	15044	Þetta yrði bylting í	baráttunni	við inflúensu.	Þetta yrði bylting í	baráttunni	við inflúensu.	paːrauhta	Nafnorð	f.	1K									baráttu	baráttu	baráttu															barátta.mp3	fight, battle, struggle	боротьба; битва; поєдинок	іменник
ríkur	lo	l	2245	966	409097	Niðurstaðan sýndi að þeir sem eru	ríkari	eru jafnan hamingjusamari.	Niðurstaðan sýndi að þeir sem eru	ríkari	eru jafnan hamingjusamari.	riːkʏr	Lýsingarorð	adj.	1K																					ríkur  --  rík -- ríkt	ríkari -- ríkari -- ríkara	ríkastur -- ríkust -- ríkast			ríkur.mp3	rich; strong, compelling	багатий	прикметник
krakki	kk	nk	2243	967	9046	Gerum eitthvað skemmtilegt saman með	krökkunum	okkar á þessum tímamótum.	Gerum eitthvað skemmtilegt saman með	krökkunum	okkar á þessum tímamótum.	kʰrahcɪ	Nafnorð	m.	1K									krakka	krakka	krakka	krakkar	krakka	krökkum	krakka											krakki.mp3	kid, child	дитина	іменник
harður	lo	l	2241	968	409049	Það hefur ekki verið beitt þarna	hörðum	aðgerðum ennþá.	Það hefur ekki verið beitt þarna	hörðum	aðgerðum ennþá.	harðʏr	Lýsingarorð	adj.	1K																					harður  --  hörð -- hart	harðari -- harðari -- harðara	harðastur -- hörðust -- harðast			harður.mp3	hard; harsh; tough	жорсткий; суворий	прикметник
breskur	lo	l	2239	969	408848	Þetta kemur fram í	breskum	fjölmiðlum í dag.	Þetta kemur fram í	breskum	fjölmiðlum í dag.	prɛskʏr	Lýsingarorð	adj.	1K																					breskur  --  bresk -- breskt	breskari -- breskari -- breskara	breskastur -- breskust -- breskast			breskur.mp3	British	британський	прикметник
manneskja	kvk	nv	2237	970	14315	Elsta	manneskja	í heiminum þakkar sólskininu fyrir langlífið.	Elsta	manneskja	í heiminum þakkar sólskininu fyrir langlífið.	manɛsca	Nafnorð	f.	1K									manneskju	manneskju	manneskju	manneskjur	manneskjur	manneskjum	manneskja											manneskja.mp3	person, human being	людина	іменник
sofa	so	s	2231	971	434341	Lítið var hins vegar	sofið	í tjöldunum þá nóttina.	Lítið var hins vegar	sofið	í tjöldunum þá nóttina.	sɔːva	Sagnorð	v.	1K	sef	sefur	sefur	svaf	svafst	svaf	sofið																			sofa.mp3	sleep	спати	дієслово
