lemma	bin_tag	mim_tag	freq	rank	ind	pre_kw_orig	kw_orig	post_kw_orig	pre_kw	kw	post_kw	ipa_sd	full_cat	bin_tag_en	tier	verb_1st_pres	verb_2nd_pres	verb_3rd_pres	verb_1st_past	verb_2nd_past	verb_3rd_past	verb_lh_þt	OBEYGJANLEGT	ÞFET	ÞGFET	EFET	NFFT	ÞFFT	ÞGFFT	EFFT	ft	et	ÞF	ÞGF	EF	lo.fst	lo.mst	lo.est	MST	EST	pronounce	manual_pl	full_cat_pl
ljós	lo	l	6956	395	448407		Ljóst	er að ýmislegt þarf að gera til undirbúnings hér heima.		Ljóst	er að ýmislegt þarf að gera til undirbúnings hér heima.	ljouːs	Lýsingarorð	adj.	1K																					ljós  --  ljós -- ljóst	ljósari -- ljósari -- ljósara	ljósastur -- ljósust -- ljósast			ljós.mp3	wyraźny, jasne; jasny, blond	przymiotnik
hætta	so	s	6917	396	427578	Við viljum	hætta	þessu pukri og leynimakki.	Við viljum	hætta	þessu pukri og leynimakki.	haihta	Sagnorð	v.	1K	hætti	hættir	hættir	hætti	hættir	hætti	hætt																			hætta.mp3	zatrzymać; ryzykować	czasownik
konar	ao	a	6880	397	498462	Þar er gert ráð fyrir tvenns	konar	möguleikum.	Þar er gert ráð fyrir tvenns	konar	möguleikum.	kʰɔːnar	Atviksorð	adv.	1K								konar																		konar.mp3	rodzaj, jakiś, jakikolwiek	przysłówek
heimild	kvk	nv	6831	398	10607	Samkvæmt sömu	heimildum	hélt maðurinn byssuleyfinu.	Samkvæmt sömu	heimildum	hélt maðurinn byssuleyfinu.	heiːmɪlt	Nafnorð	f.	1K									heimild	heimild	heimildar	heimildir	heimildir	heimildum	heimilda											heimild.mp3	pozwolenie, zgoda; nakaz	rzeczownik
hlutverk	hk	nh	6802	399	70660	Hækkun íbúðaverðs spilar þar stórt	hlutverk	.	Hækkun íbúðaverðs spilar þar stórt	hlutverk	.	l̥ʏːtvɛr̥k	Nafnorð	n.	1K									hlutverk	hlutverki	hlutverks	hlutverk	hlutverk	hlutverkum	hlutverka											hlutverk.mp3	rola; zadanie; misja	rzeczownik
nei	uh	a	6774	400	495408	Fréttamaður :	Nei	, ég er að tala um Samfylkinguna.	Fréttamaður :	Nei	, ég er að tala um Samfylkinguna.	neiː	Upphrópanir	exclam.	1K								nei																		nei.mp3	Nie	okrzyk
jörð	kvk	nv	6747	401	464849	Gígur á stærð við	jörðina	hefur myndast á plánetunni Júpíter.	Gígur á stærð við	jörðina	hefur myndast á plánetunni Júpíter.	jœrð	Nafnorð	f.	1K									jörð	jörð	jarðar	jarðir	jarðir	jörðum	jarða											jörð.mp3	ziemia; posiadłość	rzeczownik
sumar	hk	nh	6730	402	3643	Þegar horft er til sólar þá var þetta sólríkt	sumar	.	Þegar horft er til sólar þá var þetta sólríkt	sumar	.	sʏːmar	Nafnorð	n.	1K									sumar	sumri	sumars	sumur	sumur	sumrum	sumra											sumar.mp3	lato	rzeczownik
náið	ao	a	6724	403	402481	Við fjöllum	nánar	um málið í fréttum okkar í kvöld.	Við fjöllum	nánar	um málið í fréttum okkar í kvöld.	nauːɪð	Atviksorð	adv.	1K																								nánar	nánast	náið.mp3	dokładnie	przysłówek
færa	so	s	6704	404	434742	Hann	fær	70 þúsund króna sekt.	Hann	fær	70 þúsund króna sekt.	faiːra	Sagnorð	v.	1K	færi	færir	færir	færði	færðir	færði	fært																			færa.mp3	ruszać; przynieść	czasownik
jafnframt	fs	a	6703	405.5	495296		Jafnframt	þessari framkvæmd verður kirkjan hreinsuð að innan.		Jafnframt	þessari framkvæmd verður kirkjan hreinsuð að innan.	japn̥fram̥t	Forsetning	prep.	1K								jafnframt																		jafnframt.mp3	jednocześnie; razem z	przyimek
gegnum	fs	a	6642	407	495288	Kosningarnar standa í tvær vikur og fara fram í	gegnum	netið.	Kosningarnar standa í tvær vikur og fara fram í	gegnum	netið.	cɛknʏm	Forsetning	prep.	1K								gegnum																		gegnum.mp3	przez	przyimek
lifa	so	s	6627	408	435712	Hátt í 40 milljónir Bandaríkjamanna	lifa	undir fátæktarmörkum.	Hátt í 40 milljónir Bandaríkjamanna	lifa	undir fátæktarmörkum.	lɪːva	Sagnorð	v.	1K	lifi	lifir	lifir	lifði	lifðir	lifði	lifað																			lifa.mp3	żyć	czasownik
frekar	ao	a	6622	409	400731	Hann vill byggja upp hjálparstarfið enn	frekar	.	Hann vill byggja upp hjálparstarfið enn	frekar	.	frɛːkar	Atviksorð	adv.	1K																								frekar	frekast	frekar.mp3	raczej	przysłówek
áratugur	kk	nk	6621	410	81971	Stór hópur starfsmanna var með	áratuga	starfsferil að baki hjá blaðinu.	Stór hópur starfsmanna var með	áratuga	starfsferil að baki hjá blaðinu.	auːratʰʏɣʏr	Nafnorð	m.	1K									áratug	áratug	áratugar	áratugir	áratugi	áratugum	áratuga											áratugur.mp3	dekada, dziesięciolecie	rzeczownik
sveitarfélag	hk	nh	6617	411	470735	Þeim hafi ítrekað verið synjað um styrki hjá	sveitarfélögunum	.	Þeim hafi ítrekað verið synjað um styrki hjá	sveitarfélögunum	.	sveiːtar̥fjɛlaɣ	Nafnorð	n.	1K									sveitarfélag	sveitarfélagi	sveitarfélags	sveitarfélög	sveitarfélög	sveitarfélögum	sveitarfélaga											sveitarfélag.mp3	miasto	rzeczownik
kvöld	hk	nh	6599	412	2191	Við fjöllum nánar um málið í fréttum okkar í	kvöld	.	Við fjöllum nánar um málið í fréttum okkar í	kvöld	.	kʰvœlt	Nafnorð	n.	1K									kvöld	kvöldi	kvölds	kvöld	kvöld	kvöldum	kvölda											kvöld.mp3	wieczór	rzeczownik
tegund	kvk	nv	6573	413	387371	Nokkrar	tegundir	smásveppa eru baneitraðar.	Nokkrar	tegundir	smásveppa eru baneitraðar.	tʰɛːɣʏnt	Nafnorð	f.	1K									tegund	tegund	tegundar	tegundir	tegundir	tegundum	tegunda											tegund.mp3	rodzaj; gatunek	rzeczownik
aukinn	lo	l	6521	414	389908	Grænlendingar fá í dag	aukna	sjálfsstjórn.	Grænlendingar fá í dag	aukna	sjálfsstjórn.	œiːcɪn	Lýsingarorð	adj.	1K																					aukinn  --  aukin -- aukið	auknari -- auknari -- auknara	auknastur -- auknust -- auknast			aukinn.mp3	ulepszony, zwiększony, wzmacniony	przymiotnik
heita	so	s	6486	415	434170	Bókin	heitir	Umsátrið , fall Íslands og endurreisn.	Bókin	heitir	Umsátrið , fall Íslands og endurreisn.	heiːta	Sagnorð	v.	1K	heiti	heitir	heitir	hét	hést	hét	heitið																			heita.mp3	nazywać się, mieć na imię, obiecywać	czasownik
mark	hk	nh	6460	416	2364	Ölduhæðin var innan	marka	í morgun.	Ölduhæðin var innan	marka	í morgun.	mar̥k	Nafnorð	n.	1K									mark	marki	marks	mörk	mörk	mörkum	marka											mark.mp3	cel, gol, znak	rzeczownik
bíða	so	s	6453	417	434186	En fólkið mitt þarf ekki að	bíða	lengi.	En fólkið mitt þarf ekki að	bíða	lengi.	piːða	Sagnorð	v.	1K	bíð	bíður	bíður	beið	beiðst	beið	beðið																			bíða.mp3	czekać	czasownik
núna	ao	a	6423	418	495708	Menn verða bara að gera það	núna	.	Menn verða bara að gera það	núna	.	nuːna	Atviksorð	adv.	1K								núna																		núna.mp3	teraz	przysłówek
greiða	so	s	6388	419	434791	Ríflega 1500 manns	greiddu	atkvæði í prófkjörinu.	Ríflega 1500 manns	greiddu	atkvæði í prófkjörinu.	kreiːða	Sagnorð	v.	1K	greiði	greiðir	greiðir	greiddi	greiddir	greiddi	greitt																			greiða.mp3	płacić; uczesać, czesać	czasownik
langt	ao	a	6378	420.5	400710	Hann gekk þó ekki svo	langt	að biðjast afsökunar.	Hann gekk þó ekki svo	langt	að biðjast afsökunar.	lauŋ̊t	Atviksorð	adv.	1K																								lengra	lengst	langt.mp3	daleko	przysłówek
markmið	hk	nh	6378	420.5	50894		Markmiðið	er þá að draga úr mengun og umferðarslysum.		Markmiðið	er þá að draga úr mengun og umferðarslysum.	mar̥kmɪð	Nafnorð	n.	1K									markmið	markmiði	markmiðs	markmið	markmið	markmiðum	markmiða											markmið.mp3	cel	rzeczownik
borð	hk	nh	6375	422	613	225 manns voru um	borð	.	225 manns voru um	borð	.	pɔrð	Nafnorð	n.	1K									borð	borði	borðs	borð	borð	borðum	borða											borð.mp3	stół	rzeczownik
vinur	kk	nk	6347	423	5664	Íslenskir	vinir	hans greiða fyrir flugið.	Íslenskir	vinir	hans greiða fyrir flugið.	vɪːnʏr	Nafnorð	m.	1K									vin	vini	vinar	vinir	vini	vinum	vina											vinur.mp3	przyjaciel, kolega, znajomy	rzeczownik
greina	so	s	6288	424	434792	Morgunblaðið	greinir	frá þessu í morgun.	Morgunblaðið	greinir	frá þessu í morgun.	kreiːna	Sagnorð	v.	1K	greini	greinir	greinir	greindi	greindir	greindi	greint																			greina.mp3	odróżniać, wyróżniać, wyróżnić; analizować	czasownik
reka	so	s	6280	425	467757	Fyrirtækið	rekur	verslun og verktakafyrirtæki í bænum.	Fyrirtækið	rekur	verslun og verktakafyrirtæki í bænum.	rɛːka	Sagnorð	v.	1K	rek	rekur	rekur	rak	rakst	rak	rekið																			reka.mp3	wypędzić, wygonić; uderzyć	czasownik
þróun	kvk	nv	6221	426	13678	Við eigum eftir að sjá hvernig	þróunin	verður í framtíðinni.	Við eigum eftir að sjá hvernig	þróunin	verður í framtíðinni.	θrouːʏn	Nafnorð	f.	1K									þróun	þróun	þróunar															þróun.mp3	rozwój	rzeczownik
undan	fs	a	6204	427.5	495337	Nokkuð hefur verið kvartað	undan	veisluhöldum á staðnum og ónæði.	Nokkuð hefur verið kvartað	undan	veisluhöldum á staðnum og ónæði.	ʏntan	Forsetning	prep.	1K								undan																		undan.mp3	pod, poniżej, według, zgodnie z	przyimek
selja	so	s	6202	429	488196	Kjötið verður	selt	á Japansmarkaði.	Kjötið verður	selt	á Japansmarkaði.	sɛlja	Sagnorð	v.	1K	sel	selur	selur	seldi	seldir	seldi	selt																			selja.mp3	Sprzedać	czasownik
heimili	hk	nh	6190	430	1503	Síðan fóru þeir ránshendi um	heimili	hans og hurfu á braut.	Síðan fóru þeir ránshendi um	heimili	hans og hurfu á braut.	heiːmɪlɪ	Nafnorð	n.	1K									heimili	heimili	heimilis	heimili	heimili	heimilum	heimila											heimili.mp3	dom	rzeczownik
bær	kk	nk	6179	431	5196	Búist er við miklum fjölda fólks í	bæinn	í yfir helgina.	Búist er við miklum fjölda fólks í	bæinn	í yfir helgina.	paiːr	Nafnorð	m.	1K									bæ	bæ	bæjar	bæir	bæi	bæjum	bæja											bær.mp3	miasto	rzeczownik
aðstæður	kvk	nv	6159	432	158910	Og ég sé ekki að	aðstæður	hafi lagst með okkur.	Og ég sé ekki að	aðstæður	hafi lagst með okkur.	aðstaiðʏr	Nafnorð	f.	1K												aðstæður	aðstæður	aðstæðum	aðstæðna											aðstæður.mp3	warunki, okoliczności	rzeczownik
gær	ao	a	6130	433	495583	Þetta kom fram í kvöldfréttum Sjónvarpsins í	gær	.	Þetta kom fram í kvöldfréttum Sjónvarpsins í	gær	.	caiːr	Atviksorð	adv.	1K								gær																		gær.mp3	wczoraj	przysłówek
skip	hk	nh	6122	434	3205		Skipin	voru á leið frá Rússlandi til Bandaríkjanna.		Skipin	voru á leið frá Rússlandi til Bandaríkjanna.	scɪːp	Nafnorð	n.	1K									skip	skipi	skips	skip	skip	skipum	skipa											skip.mp3	statek	rzeczownik
starfa	so	s	6091	435	423454	Um 110 manns	starfa	hjá Straumi hér á landi.	Um 110 manns	starfa	hjá Straumi hér á landi.	starva	Sagnorð	v.	1K	starfa	starfar	starfar	starfaði	starfaðir	starfaði	starfað																			starfa.mp3	pracowac	czasownik
kafli	kk	nk	6044	436	9000	Þetta gerðist á nokkuð löngum	kafla	og er rakið til rigninga.	Þetta gerðist á nokkuð löngum	kafla	og er rakið til rigninga.	kʰaplɪ	Nafnorð	m.	1K									kafla	kafla	kafla	kaflar	kafla	köflum	kafla											kafli.mp3	otrzymywać; dozwolony; uzyskać	rzeczownik
velja	so	s	6042	437	417915	Þá verður nýr formaður	valinn	og fjórir gefa kost á sér.	Þá verður nýr formaður	valinn	og fjórir gefa kost á sér.	vɛlja	Sagnorð	v.	1K	vel	velur	velur	valdi	valdir	valdi	valið																			velja.mp3	wybiy; troskliwy	czasownik
nefnd	kvk	nv	6027	438	10626		Nefndin	ætlar að fletta upp kennitölum þessa fólks í bókum bankanna.		Nefndin	ætlar að fletta upp kennitölum þessa fólks í bókum bankanna.	nɛmt	Nafnorð	f.	1K									nefnd	nefnd	nefndar	nefndir	nefndir	nefndum	nefnda											nefnd.mp3	komitet	rzeczownik
hugi	kk	nk	6011	439	7194	Það er aðalatriðið í mínum	huga	.	Það er aðalatriðið í mínum	huga	.	hʏijɪ	Nafnorð	m.	1K									huga	huga	huga	hugar	huga	hugum	huga											hugi.mp3	umysł, pamięć, myśl, świadomość	rzeczownik
starfsemi	kvk	nv	6010	440	131873	Þannig að það hefur náttúrlega orðið gífurleg breyting á	starfseminni	.	Þannig að það hefur náttúrlega orðið gífurleg breyting á	starfseminni	.	starfsɛmɪ	Nafnorð	f.	1K									starfsemi	starfsemi	starfsemi															starfsemi.mp3	operacja, działanie, działalność, proceder	rzeczownik
sko	ao	a	5994	441	495754	Ekki einu sinni hægt að ,	sko	, halda þeim gangandi.	Ekki einu sinni hægt að ,	sko	, halda þeim gangandi.	skɔː	Atviksorð	adv.	1K								sko																		sko.mp3	zatem, a więc	przysłówek
kirkja	kvk	nv	5974	442	409949	Hjálparstarf	kirkjunnar	lokar í hálfan mánuð yfir rólegasta tímann í sumar.	Hjálparstarf	kirkjunnar	lokar í hálfan mánuð yfir rólegasta tímann í sumar.	cʰɪr̥ca	Nafnorð	f.	1K									kirkju	kirkju	kirkju	kirkjur	kirkjur	kirkjum	kirkna											kirkja.mp3	kościół	rzeczownik
undanfarinn	lo	l	5968	443	172842	Staða Milestone hefur versnað verulega á	undanförnum	mánuðum.	Staða Milestone hefur versnað verulega á	undanförnum	mánuðum.	ʏntanfarɪn	Lýsingarorð	adj.	1K																					undanfarinn  --  undanfarin -- undanfarið					undanfarinn.mp3	przedtem, wcześniej, przeszłość	przymiotnik
stuttur	lo	l	5954	444	411812	Stefnt er að því söluferlið taki	stuttan	tíma.	Stefnt er að því söluferlið taki	stuttan	tíma.	stʏhtʏr	Lýsingarorð	adj.	1K																					stuttur  --  stutt -- stutt	styttri -- styttri -- styttra	stystur -- styst -- styst			stuttur.mp3	krótki; mały	przymiotnik
víða	ao	a	5952	445	402298		Víða	er hægt að skella sér á skíði í dag.		Víða	er hægt að skella sér á skíði í dag.	viːða	Atviksorð	adv.	1K																								víðar	víðast	víða.mp3	szeroko, daleko	przysłówek
reyndar	ao	a	5919	446	495728	Vegagerðin varar	reyndar	við mikilli hálku um allt land.	Vegagerðin varar	reyndar	við mikilli hálku um allt land.	reintar	Atviksorð	adv.	1K								reyndar																		reyndar.mp3	(tak) właściwie	przysłówek
samfélag	hk	nh	5899	447	428529	Skipuleggjandi hátíðarinnar segir þörf á meiri bjartsýni og von í	samfélaginu	.	Skipuleggjandi hátíðarinnar segir þörf á meiri bjartsýni og von í	samfélaginu	.	samfjɛlaɣ	Nafnorð	n.	1K									samfélag	samfélagi	samfélags	samfélög	samfélög	samfélögum	samfélaga											samfélag.mp3	społeczność	rzeczownik
fimm	to	t	5867	449	495456		Fimm	íslenskir skipverjar eru um borð.		Fimm	íslenskir skipverjar eru um borð.	fɪm	Töluorð	num.	1K								fimm																		fimm.mp3	pięć	liczebnik
heldri	lo	l	5866	451	406918	Öllum	helstu	skilyrðum fyrir því sé fullnægt.	Öllum	helstu	skilyrðum fyrir því sé fullnægt.	hɛltrɪ	Lýsingarorð	adj.	1K																					heldri  --	heldri -- heldri -- heldra	helstur -- helst -- helst			heldri.mp3	ważniejszy, wyższego stanu	przymiotnik
nemandi	kk	nk	5860	452	9954	Hann er ekki	nemandi	í skólanum.	Hann er ekki	nemandi	í skólanum.	nɛːmantɪ	Nafnorð	m.	1K									nemanda	nemanda	nemanda	nemendur	nemendur	nemendum	nemenda											nemandi.mp3	student, uczeń	rzeczownik
tillaga	kvk	nv	5801	453	154369	Allar líkur eru á að slík	tillaga	verði felld.	Allar líkur eru á að slík	tillaga	verði felld.	tʰɪlaɣa	Nafnorð	f.	1K									tillögu	tillögu	tillögu	tillögur	tillögur	tillögum	tillagna											tillaga.mp3	propozycja	rzeczownik
ofan	fs	a	5771	455	495317	Fossinn er skammt	ofan	brúarinnar á leiðinni inn í Landmannalaugar.	Fossinn er skammt	ofan	brúarinnar á leiðinni inn í Landmannalaugar.	ɔːvan	Forsetning	prep.	1K								ofan																		ofan.mp3	powyżej	przyimek
sem	ao	a	5736	457	495740	Já , ég hef svo	sem	ekkert um þetta að segja.	Já , ég hef svo	sem	ekkert um þetta að segja.	sɛːm	Atviksorð	adv.	1K								sem																		sem.mp3	jak, jakby	przysłówek
bak	hk	nh	5648	458	477	Það er kona sem á skrautlegan feril að	baki	.	Það er kona sem á skrautlegan feril að	baki	.	paːk	Nafnorð	n.	1K									bak	baki	baks	bök	bök	bökum	baka											bak.mp3	plecy	rzeczownik
hversu	ao	a	5627	459	495623	Óvíst er þó	hversu	mikil leiðréttingin verður.	Óvíst er þó	hversu	mikil leiðréttingin verður.	kʰvɛr̥sʏ	Atviksorð	adv.	1K								hversu																		hversu.mp3	jak	przysłówek
opna	so	s	5615	460	424678	Tilboðin verða	opnuð	klukkan tvö á mánudag.	Tilboðin verða	opnuð	klukkan tvö á mánudag.	ɔhpna	Sagnorð	v.	1K	opna	opnar	opnar	opnaði	opnaðir	opnaði	opnað																			opna.mp3	otworzyć	czasownik
vekja	so	s	5600	461	424873	Þau segja að það myndi	vekja	mikla reiði hjá kínversku þjóðinni.	Þau segja að það myndi	vekja	mikla reiði hjá kínversku þjóðinni.	vɛːca	Sagnorð	v.	1K	vek	vekur	vekur	vakti	vaktir	vakti	vakið																			vekja.mp3	budzić	czasownik
skoðun	kvk	nv	5597	462	13230	Mín	skoðun	er sú að þetta er pólitískt vandamál.	Mín	skoðun	er sú að þetta er pólitískt vandamál.	skɔːðʏn	Nafnorð	f.	1K									skoðun	skoðun	skoðunar	skoðanir	skoðanir	skoðunum	skoðana											skoðun.mp3	opinia, zdanie; obserwacje; badanie	rzeczownik
aldur	kk	nk	5589	463	472167	Barnið var óbólusett vegna ungs	aldurs	.	Barnið var óbólusett vegna ungs	aldurs	.	altʏr	Nafnorð	m.	1K									aldur	aldri	aldurs	aldrar	aldra	öldrum	aldra											aldur.mp3	wiek	rzeczownik
þrátt	ao	a	5587	464	495866	Þeir láta sig hafa flutningana	þrátt	fyrir nokkur óþægindi.	Þeir láta sig hafa flutningana	þrátt	fyrir nokkur óþægindi.	θrauht	Atviksorð	adv.	1K								þrátt																		þrátt.mp3	pomimo	przysłówek
opinber	lo	l	5562	465	449763	Ekki hefur þó verið tekin	opinber	ákvörðun um veiðibann.	Ekki hefur þó verið tekin	opinber	ákvörðun um veiðibann.	ɔːpɪnpɛr	Lýsingarorð	adj.	1K																					opinber  --  opinber -- opinbert	opinberari -- opinberari -- opinberara	opinberastur -- opinberust -- opinberast			opinber.mp3	publiczny; oficjalny	przymiotnik
tryggja	so	s	5556	466	435485	Þeir náðu að	tryggja	sig og hringja eftir aðstoð.	Þeir náðu að	tryggja	sig og hringja eftir aðstoð.	tʰrɪca	Sagnorð	v.	1K	tryggi	tryggir	tryggir	tryggði	tryggðir	tryggði	tryggt																			tryggja.mp3	zapewnić; gwarantować	czasownik
skýrsla	kvk	nv	5549	467	16617		Skýrsla	um málið var birt í gær.		Skýrsla	um málið var birt í gær.	scir̥stla	Nafnorð	f.	1K									skýrslu	skýrslu	skýrslu	skýrslur	skýrslur	skýrslum	skýrslna											skýrsla.mp3	raport	rzeczownik
áhugi	kk	nk	5542	468	107588	Þrátt fyrir það er	áhugi	á kaupunum þegar kviknaður.	Þrátt fyrir það er	áhugi	á kaupunum þegar kviknaður.	auːhʏijɪ	Nafnorð	m.	1K									áhuga	áhuga	áhuga															áhugi.mp3	zainteresowanie, entuzjazm	rzeczownik
valda	so	s	5500	469	433173	Það mun	valda	miklum vandkvæðum.	Það mun	valda	miklum vandkvæðum.	valta	Sagnorð	v.	1K	veld	veldur	veldur	olli	ollir	olli	valdið																			valda.mp3	powodować	czasownik
einkum	ao	a	5499	470	495525	Það eigi	einkum	við um smærri fyrirtæki.	Það eigi	einkum	við um smærri fyrirtæki.	eiŋ̥kʏm	Atviksorð	adv.	1K								einkum																		einkum.mp3	szczególnie, zwłaszcza	przysłówek
morgunn	kk	nk	5494	471	5190	Í	morgun	var heldur ekkert ferðaveður um Strandir.	Í	morgun	var heldur ekkert ferðaveður um Strandir.	mɔrkʏn	Nafnorð	m.	1K									morgun	morgni	morguns	morgnar	morgna	morgnum	morgna											morgunn.mp3	rano	rzeczownik
upphaf	hk	nh	5467	472	470683	Þeir marka aðeins	upphaf	en ekki endi.	Þeir marka aðeins	upphaf	en ekki endi.	ʏhphaf	Nafnorð	n.	1K									upphaf	upphafi	upphafs															upphaf.mp3	początek; pochodzenie; źródło	rzeczownik
kostnaður	kk	nk	5465	473	390904	Ríkið greiðir því ekki neitt af þessum	kostnaði	.	Ríkið greiðir því ekki neitt af þessum	kostnaði	.	kʰɔstnaðʏr	Nafnorð	m.	1K									kostnað	kostnaði	kostnaðar															kostnaður.mp3	koszt, wydatki	rzeczownik
